,poet,poem,dynasty,setiments,title,arousal
2109,白居易,碧荑红缕今何在|风雨飘将去不回|惆怅去年墙下地|今春唯有荠花开,唐,"{'holistic': '2', 'line1': '2', 'line2': '1', 'line3': '1', 'line4': '2'}",东墙夜合树去秋为风雨所摧今年花时怅然有感,
2110,江朝议,舍车跨马喜新晴|倍见旌旗照眼明|顾我未能流美化|邦人何事喜相迎,宋,"{'holistic': '4', 'line1': '5', 'line2': '4', 'line3': '3', 'line4': '4'}",早离永明晚抵江华道中,
2111,王之望,赤矢朱弓祖庆绵|五云吉梦世生贤|嘉时浃日迎重九|景运中天恰半千,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",寿处州徐守三首,
2112,文天祥,旄头初俶扰|义士皆痛愤|乾坤空峥嵘|向者留遗恨,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '1'}",江西第六十九,
2113,刘克庄,乐岁何尝饱|春阴忽又晴|一之其可再|四者每难并,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '2'}",春旱忽雨五绝,
2114,杨万里,桃花薄相点燕脂|输与梨花雪作肌|只有垂杨不脂粉|缕金铺翠衬腰支,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",万安道中书事三首,
2115,杨万里,细雨沾荷散玉尘|聚成颗颗小珠新|跳来跳去还收去|祇有琼柈弄水银,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",观荷上雨,
2116,赵孟頫,萧洒稽山道|风流贺季真|相思不相见|愁杀谪仙人,元,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '1'}",题太白酒船图,
2117,陈与义,不管先生巾欲摧|雨中艇子便撑开|青山隔岸迎人去|白鹭冲烟送酒来,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",题水西周三十三壁二首,
2118,黄仲昭,镜里韶华叹易徂|眵昏双眼白头颅|写真欲寄儿孙看|只恐惊疑不是吾,明,"{'holistic': '1', 'line1': '2', 'line2': '1', 'line3': '3', 'line4': '1'}",予到官甫二阅岁顿觉老态日增因赋二絶,
2119,白玉蟾,裤里无供给|裈头尽受降|赐之汤沐罢|投置不毛邦,宋,"{'holistic': '2', 'line1': '2', 'line2': '1', 'line3': '4', 'line4': '2'}",虱,
2120,苏轼,溪声便是广长舌|山色岂非清净身|夜来八万四千偈|他日如何举似人,宋,"{'holistic': '3', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '3'}",赠东林总长老,
2121,方回,六爻虚实相为用|二位高卑各有宜|顺抚说随心不爽|风漂罗剎有还时,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '4'}",孚舟亭新成赋十绝,
2122,卫泾,边头传吉语|井络报平安|今岁端辰别|慈颜一笑欢,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",寿成惠圣慈祐太皇太后閤端午帖子,
2123,陈肇兴,新开杀戒礼金仙|人自茹蔬鬼逐膻|一样无辜皆就死|鸡豚终古怨西天,淸,"{'holistic': '1', 'line1': '3', 'line2': '3', 'line3': '1', 'line4': '1'}",到鹿津观水陆清醮普度,
2124,谢重华,庭舍凄凉可若何|哀思不禁发全皤|毛诗字字堪愁我|怪得王裒废蓼莪,明,"{'holistic': '2', 'line1': '2', 'line2': '1', 'line3': '2', 'line4': '2'}",戊子秋先严见背嬛嬛无倚忆雅诗出则衔恤入则靡至二语描写真切一字一泪,
2125,区元晋,林园风气佳|欣欣物生色|驴背采芳归|溪清月华白,明,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '5', 'line4': '4'}",秫坡钓台渔矶寂寂隐仙踪路转莺花更几重十里水云飞不断空教人忆钓丝风(以上《区奉政遗稿》卷六饮万司成村庄,
2126,裴说,愁看贼火起诸烽|偷得馀程怅望中|一国半为亡国烬|数城俱作古城空,唐,"{'holistic': '1', 'line1': '1', 'line2': '2', 'line3': '1', 'line4': '1'}",乱中偷路入故乡,
2127,洪存恕,陌路英雄慷慨殊|神骓赠罢赠头颅|何曾吝啬功臣爵|胯下王孙信口诬,近现代,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",霸王（三首）,
2128,范成大,篸山奇绝送归时|曾榜新亭号所思|桂水祗今湘水外|他年空有四愁诗,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '2'}",怀桂林所思亭,
2129,赵炅,悬鉴高明鬼亦愁|方知研丑更玄幽|恒持大道真空理|清静烟波可自由,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",缘识,
2130,汪韶,为忧玩色堕军实|故假陈兵去二姬|却恨此机深莫悟|后人不谏受西施,宋,"{'holistic': '1', 'line1': '1', 'line2': '3', 'line3': '1', 'line4': '2'}",孙武,
2131,蔡襄,洛阳风景实堪珍|到此经今三纪春|无限欢娱荣乐事|一时回施少年人,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '5', 'line4': '4'}",洛阳诗帖,
2132,苏轼,边庭无事羽书稀|闲遣词臣进小诗|共助至尊歌喜事|今年春日得春衣,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '5', 'line4': '4'}",皇太后阁六首,
2133,杨万里,昌歜佳辰风自南|黄梅酿出雨鬖鬖|绮琴绣段能分似|报不如仪独不惭,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",和严州添倅赵彦先寄四绝句,
2134,白居易,幸与松筠相近栽|不随桃李一时开|杏园岂敢妨君去|未有花时且看来,唐,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '4'}",代迎春花招刘郎中,
2135,丘逢甲,每将佳果比佳人|自笑多生与种因|粤艳闽香消受遍|不曾嚼蜡视横陈,淸,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",荔枝,
2136,杨万里,黄云割露几肩归|紫玉炊香一饭肥|却破麦田秧晚稻|未教水牯卧斜晖,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}",江山道中蚕麦大熟三首,
2137,司马光,照席烛花暖|随车剑骑寒|江山资秀句|风月助清欢,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '4'}",寄成都吴龙图同年,
2138,程敏政,临颖美人在白帝|日暮千峯转迢递|淡妆浓抹总相宜|彩毫应染炉烟细,明,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '3'}",以云里帝城双凤阙雨中春树万人家为韵集古十四絶为户部白玢郎中题画,
2139,王涯,宫殿参差列九重|祥云瑞气捧阶浓|微臣欲献唐尧寿|遥指南山对衮龙,唐,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '5', 'line4': '5'}",献寿辞,
2140,楼钥,兴安乐石响于桐|作阮犹堪继仲容|茂苑乐閒真好事|为君添起晋玲珑,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}",以兴安石阮底寄颜乐閒,
2141,白居易,笙歌惆怅欲为别|风景阑珊初过春|争得遣君诗不苦|黄河岸上白头人,唐,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '2'}",别陕州王司马,
2142,杨万里,黯黯轻寒淡淡阴|游人便觉减行春|春风也解嫌萧索|自送鞦韆不要人,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",晓寒二首,
2143,王炎,斑衣盭绶两光辉|和气融融洽孝慈|千载蟠桃今日熟|喜同王母宴瑶池,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",贺吴兴郡王生日四绝,
2144,范成大,契阔相逢一笑欢|当年森桂共骖鸾|试谈旧事醒村酒|仍趁新晴暖客鞍,宋,"{'holistic': '4', 'line1': '5', 'line2': '4', 'line3': '3', 'line4': '4'}",与游子明同过石湖,
2145,陆游,煨芋当时话已新|如今拈出更精神|十年相国非吾愿|半颗君当别付人,宋,"{'holistic': '3', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '3'}",题慧老芋岩,
2146,刘长卿,独上云梯入翠微|蒙蒙烟雪映岩扉|世人知在中峰里|遥礼青山恨不归,唐,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '1'}",寄许尊师,
2147,刘克庄,环子丽华皆已美|谪仙狎客两堪悲|悬知千载难湔洗|留下沉香结绮诗,宋,"{'holistic': '3', 'line1': '4', 'line2': '2', 'line3': '3', 'line4': '3'}",二叠,
2148,宋祁,此夕炎氛罢|浩然天意秋|桂华兼月上|槎影带星流,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",夜分,
2149,邹浩,览镜朝来心自知|鼻端色动有光辉|乡邦回首见归路|已觉欢欣生綵衣,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '4'}",览镜,
2150,刘克庄,水松百本映门栽|池上荷花似锦开|记取横塘风景好|归程摹入小诗来,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '3'}",横塘,
2151,杨万里,秋来二笑再芬芳|紫笑何如白笑强|只有此花偷不得|无人知处忽然香,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '4'}",二含笑俱作秋花,
2152,杨公远,夫耕妇饷念斯农|蚕麦将登庆小丰|不是今年天意好|皆由教雨与仁风,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '4'}",再韵奉酬,
2153,邓林,穿花戏水两幽禽|雌和雄鸣自好音|若作人言虽可爱|樊笼何乐似山林,明,"{'holistic': '3', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '2'}",鸲鹆,
2154,陆游,艰危宁度瘦驴岭|奔走莫随肥马尘|困阨终身元自好|可怜痴子恨无津,宋,"{'holistic': '1', 'line1': '1', 'line2': '2', 'line3': '2', 'line4': '1'}",杂感六首,
2155,陆游,志士宁闻毕世穷|此间从古混蛇龙|尚能忍耻墦间祭|安用追惭饭后钟,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}",赠丐士,
2156,陆游,悠悠马上困思茶|休歇僧房到日斜|殿背无人緑钱满|小盆零落珊瑚花,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",华亭院僧房二首,
2157,杨万里,雨里短檠头似雪|客间长铗食无鱼|上书恸哭君何苦|政是时人重子虚,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '1', 'line4': '3'}",跋蜀人魏致尧抚干万言书,
2158,白玉蟾,月冷风清三径竹|猿啼鹤唳一窗云|开门放入前山翠|试把星儿柏子焚,宋,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '3'}",武夷有感,
2159,陆游,少谈王霸谋身拙|晚好诗骚学道疏|赖有一筹差自慰|闭门不作子公书,宋,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '4', 'line4': '3'}",杂题六首,
2160,陆游,十里秋风画角哀|夕阳光景亦佳哉|正疑白鹭归何晚|一片雪从天际来,宋,"{'holistic': '3', 'line1': '2', 'line2': '4', 'line3': '3', 'line4': '3'}",秋日杂咏八首,
2161,王十朋,乘舟刚怕两难恶|度岭俄惊百步高|僮仆相看话良苦|纵教轻担亦疲劳,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",过百度岭,
2162,梅尧臣,清梵隔寒流|乱蝉鸣古树|谁知林下游|复得杯中趣,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '5'}",新秋普明院竹林小饮得高树早凉归,
2163,刘才邵,水仙似怯难为弟|更著山矾数满三|惭愧涪翁继和靖|惊人诗句出东南,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '2', 'line4': '4'}",次韵梅花十绝句,
2164,刘克庄,两日相疎鄙吝生|今当远别若为情|夜窗看到千峰黑|枕上犹贪落涧声,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}",宿别瀑上二首,
2165,白居易,小树山榴近砌栽|半含红萼带花来|争知司马夫人妒|移到庭前便不开,唐,"{'holistic': '3', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '3'}",戏问山石榴,
2166,黄庭坚,紫冠黄钿网丝窠|蝶绕蜂围奈晚何|二叟家居如避世|开门自少俗人过,宋,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '3'}",入穷巷谒李材叟翘叟戏赠兼简田子平三首,
2167,韦庄,不向烟波狎钓舟|强亲文墨事儒丘|长安十二槐花陌|曾负秋风多少秋,唐,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '2'}",惊秋,
2168,方回,立岸儿童看客过|人烟近处放牛多|万株漫自栽桑柘|一缕何曾织绮罗,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '2'}",舟行青溪道中入歙十二首,
2169,秦观,南北悠悠三十年|谢公遗埭故依然|欲论旧事无人共|卧听钟鱼古寺边,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '3'}",还自广陵四首,
2170,刘克庄,囊无金累贫如故|镜有丝生老柰何|一事尚堪誇北客|来时诗少去时多,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",榕台二绝,
2171,田遨,自甘冷淡作生涯|赢得良朋笑且夸|抄股赚钱人逐热|何如诗国足烟霞,近现代,"{'holistic': '3', 'line1': '2', 'line2': '4', 'line3': '3', 'line4': '3'}",赠寿荪,
2172,白居易,帝子吹箫逐凤皇|空留仙洞号华阳|落花何处堪惆怅|头白宫人埽影堂,唐,"{'holistic': '2', 'line1': '4', 'line2': '3', 'line3': '1', 'line4': '2'}",春题华阳观,
2173,刘克庄,老懒何心更出嬉|闭门终日读陶诗|湘南二月花如扫|恰似扶疎遶屋时,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '3'}",春日五首,
2174,薛涛,昔以多能佐碧油|今朝同泛旧仙舟|凄凉逝水颓波远|惟有碑泉咽不流,唐,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '1', 'line4': '2'}",摩诃池赠萧中丞,
2175,白居易,风飘雨洒帘帷故|竹映松遮灯火深|宿客不来嫌冷落|一尊酒对一张琴,唐,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",期宿客不至,
2176,张元干,先生许可能尊祖|词采今存干蛊身|碑版灿然垂世誉|要知忠肃有门人,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}",上平江陈侍郎十绝,
2177,张孝祥,松行石磴两崎岖|此去长安路更迂|底个官侬强健在|葛巾芒屩自骑馿,宋,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '3'}",题胡敦约山行图,
2178,刘克庄,醉似东皋子|愚于北谷公|何当节一惠|单谥作愚翁,宋,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}",节惠,
2179,赵蕃,阿连折简能招我|危坐哦诗正忆渠|不是下山防破戒|政缘抱病怯行舆,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '2'}",予方作书招成父入山成父亦移书招予出县报以两绝,
2180,司马光,褰裳涉幽涧|日落烟岩空|踌躇待新月|长啸来清风,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}",何秀才郊园五首,
2181,郑谷,塞曲凄清楚水滨|声声吹出落梅春|须知风月千樯下|亦有葫芦河畔人,唐,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '2'}",江宿闻芦管,
2182,杨万里,枫老颜方少|山晴气反昏|旧贫今更甚|已冷幸犹暄,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '1', 'line4': '2'}",绝句,
2183,范成大,甲子周天事好还|关河响动剑光寒|秦川草木多如荠|时倚楼阑直北看,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",寄题汉中新作南楼二首,
2184,司马光,过春稀复到诸园|厌苦终朝鼓吹喧|招得老僧江外至|啜茶挥麈话松轩,宋,"{'holistic': '4', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '4'}",效赵学士体成口号十章献开府太师,
2185,杨万里,白玉花开碧玉天|萦楼绕殿舞翩然|储皇善颂天皇德|瑞应金穰万万年,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",和皇太子瑞雪二首,
2186,范成大,分手暮江寒|徘徊立马看|寻常相见易|倍觉别离难,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '2'}",七里店口占,
2187,苏轼,西郊黄土没车轮|满面风埃笑路人|已放役夫三万指|从教积雨洗残春,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '4'}",再次韵答田国博部夫还二首,
2188,苏轼,城中太守的何人|林下先生非我身|若向庵中觅光禄|雪中履迹镜中真,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}",光禄庵二首,
2189,苏轼,十年归梦寄西风|此去真为田舍翁|剩觅蜀冈新井水|要携乡味过江东,宋,"{'holistic': '4', 'line1': '2', 'line2': '4', 'line3': '3', 'line4': '4'}",归宜兴留题竹西寺三首,
2190,王昌龄,沅溪夏晚足凉风|春酒相携就竹丛|莫道弦歌愁远谪|青山明月不曾空,唐,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",龙标野宴,
2191,陆游,梅花重压帽檐偏|曵杖行歌意欲仙|后五百年君记取|断无人似放翁颠,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}",园中绝句二首,
2192,戴昺,一涧寒泉九节菖|酿泉为酒冽仍香|玉卮捧处慈颜喜|眉寿方岩共久长,宋,"{'holistic': '5', 'line1': '4', 'line2': '4', 'line3': '5', 'line4': '5'}",方岩山有仙人田项宜父家其下于屋之西偏筑亭疏沼杂莳花木为娱奉寿母之地即以名之自著怀仙杂咏百有一首名胜留题亦多未免皆泥乎神仙之说来徵余吟余谓神仙之事深言之则似诞今诸贤所赋无复馀藴使余更下注脚不愈诞乎且人生一世苟能超然达观惟适之安斯人中之仙已岂必十洲三岛间之谓哉因即此意赋十章,
2193,郑真,路入天台第几重|桃花流水暖溶溶|洞中如见佳人面|好吐平生锦绣胸,明,"{'holistic': '5', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '5'}",题桃花图,
2194,陆游,緑蔬丹果荐瓢尊|身寄城南禹会村|连坐频年到风月|固应无客叩吾门,宋,"{'holistic': '3', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '3'}",予十年间两坐斥辠虽擢发莫数而诗为首谓之嘲咏风月既还山遂以风月名小轩且作绝句二首,
2195,王安石,一雨回飙助蓐收|炎曦不复畏金流|君家咫尺堪乘兴|想岸乌纱对奕秋,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '3'}",酬王微之,
2196,杨万里,露草欣逢晓日新|各将珠琲斗呈珍|红光影里如何拣|颗颗圜明颗颗匀,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}",明发曲坑二首,
2197,吴芾,年来老病苦相侵|已是伤春不自禁|那更雨声长在耳|连朝滴碎惜花心,宋,"{'holistic': '1', 'line1': '1', 'line2': '1', 'line3': '2', 'line4': '1'}",感花,
2198,刘克庄,借问缘何事|年年带笑容|春风无可笑|止有笑衰翁,宋,"{'holistic': '2', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '2'}",记小圃花果二十首,
2199,范成大,团蒲曲几坐成痴|北看南观恍是非|道眼已空诗眼在|梅花欲动雪花稀,宋,"{'holistic': '3', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '3'}",次韵乐先生除夜三绝,
2200,辛弃疾,见说仙人此避秦|爱随流水一溪云|花开花落无寻处|彷佛吹箫月夜闻,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '3'}",游武夷作棹歌呈晦翁十首,
2201,李之仪,玉壶试叫鸳鸯语|为问仙家似此无|养就丹砂早归去|不妨閒处作工夫,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",学书十绝,
